Bankrupt, OperatingGrossMargin, OperatingProfitRate, Cashflowrate, NetValuePerShare(A), PersistentEPSintheLastFourSeasons, TotalAssetTurnover, WorkingCapitaltoTotalAssets, CurrentLiabilitytoAssets, EquitytoLiability
0,0.60739561,0.998762605,0.462385614,0.184990097,0.215372979,0.013493253,0.712124208,0.078390603,0.038144952
0,0.585659926,0.998795998,0.577999212,0.181745396,0.202514891,0.08095952,0.87813156,0.004545888,0.108066897
0,0.600174404,0.998996357,0.490814692,0.234545531,0.230405597,0.064467766,0.784992193,0.017760392,0.05692046
0,0.600606812,0.999012533,0.575957659,0.18612785,0.217547509,0.034482759,0.810608672,0.001043267,0.066495125
0,0.598956457,0.998975096,0.491935281,0.184147318,0.214049352,0.055472264,0.762330115,0.014331281,0.061961237
0,0.587454417,0.998826965,0.460340706,0.154228646,0.20686395,0.037481259,0.735471818,0.098132209,0.025377503
0,0.597760129,0.998967586,0.464579821,0.166448949,0.210078472,0.086956522,0.793216784,0.107147806,0.029061789
0,0.597997953,0.998949907,0.479732937,0.177110109,0.216223882,0.130434783,0.856145786,0.022398363,0.08996428
0,0.599295176,0.998971052,0.462253089,0.183515233,0.214805711,0.053973013,0.726543483,0.049486662,0.039652093
0,0.589587627,0.998873761,0.46596546,0.166364671,0.183511393,0.23988006,0.699372532,0.15589703,0.023205172
0,0.595353061,0.99891582,0.463596789,0.200244406,0.206769405,0.088455772,0.766201099,0.051215091,0.054804969
0,0.596844867,0.998975096,0.489549835,0.179764865,0.215562069,0.148425787,0.866404712,0.013233667,0.198434322
0,0.607892878,0.999105087,0.466156698,0.174076103,0.223503829,0.116941529,0.813739252,0.095865833,0.032937973
0,0.598062814,0.998964235,0.468783708,0.174286798,0.215751158,0.164917541,0.800782561,0.072383493,0.049357949
0,0.589400251,0.998871797,0.468206638,0.168176647,0.193344048,0.208395802,0.74110292,0.10781808,0.029186583
0,0.593645051,0.998931073,0.461546849,0.179174919,0.20686395,0.116941529,0.728074396,0.106159445,0.033122448
0,0.594351317,0.998929455,0.463610209,0.162909275,0.204783965,0.055472264,0.749761452,0.055817555,0.022939675
0,0.596650283,0.998843834,0.462909002,0.170831402,0.203082159,0.083958021,0.815423822,0.065144434,0.032203338
0,0.594106286,0.998814139,0.527200289,0.169482955,0.202798525,0.050974513,0.805203372,0.010912039,0.144411376
0,0.599187074,0.99886186,0.462492975,0.1725591,0.206674861,0.085457271,0.738180423,0.086695921,0.039841658
0,0.600614019,0.998990464,0.494954833,0.203320551,0.220100217,0.124437781,0.832252573,0.015526082,0.153916613
0,0.601168942,0.998986535,0.464346645,0.165732586,0.2050676,0.142428786,0.761827732,0.091587326,0.0182782
0,0.598163709,0.998861398,0.460037073,0.172432683,0.204973055,0.049475262,0.783341811,0.085728915,0.033637949
0,0.599324003,0.998952564,0.456492455,0.173191185,0.212158457,0.044977511,0.753198801,0.087992616,0.045917563
0,0.603230084,0.999034025,0.492772368,0.16349922,0.220667486,0.134932534,0.849150472,0.024425555,0.146488354
0,0.591973075,0.998851229,0.465312901,0.167881674,0.192020422,0.092953523,0.794699578,0.04343526,0.071713018
0,0.59820695,0.998955684,0.469164507,0.24364755,0.22511109,0.1994003,0.818455144,0.054047107,0.052887342
0,0.597760129,0.998979487,0.477377687,0.178837807,0.214049352,0.145427286,0.832424654,0.065322848,0.035042091
0,0.595100823,0.99881957,0.458918162,0.148076356,0.191264064,0.062968516,0.684003006,0.165022773,0.022945782
0,0.605903804,0.999032292,0.470202897,0.187729131,0.226434717,0.230884558,0.796214306,0.094071279,0.037393385
0,0.600931117,0.999006987,0.469850616,0.207239476,0.233525574,0.385307346,0.794428327,0.110211038,0.036228772
0,0.601140114,0.999026284,0.469927782,0.181618979,0.22709653,0.16191904,0.777075864,0.09357437,0.031281915
0,0.594430591,0.998943783,0.495260143,0.171421348,0.212347547,0.247376312,0.884007792,0.027782122,0.083635637
0,0.596289944,0.998682299,0.30665224,0.161982217,0.204027607,0.023988006,0.840631318,0.011048282,0.271139811
0,0.602458957,0.99900664,0.464851581,0.190973832,0.22293656,0.142428786,0.750072101,0.128905896,0.026470584
0,0.583187996,0.998707373,0.457720406,0.166111837,0.177460528,0.136431784,0.796665344,0.122642992,0.031984047
0,0.59937445,0.99902016,0.511292284,0.198980237,0.226056538,0.187406297,0.902844902,0.017929751,0.151531562
0,0.619027371,0.999126925,0.4797581,0.179849142,0.225583814,0.082458771,0.803671295,0.039049094,0.048121344
0,0.592131625,0.998916629,0.461907518,0.167965952,0.195424033,0.172413793,0.713163644,0.139969867,0.015482811
0,0.60858473,0.999126001,0.466358001,0.232354304,0.252339983,0.11994003,0.815753374,0.056540997,0.029289804
1,0.59917266,0.998872375,0.459600916,0.146854326,0.153446157,0.071964018,0.663915524,0.225946381,0.012523172
0,0.606357832,0.999051819,0.465655117,0.203236273,0.219816583,0.094452774,0.791459237,0.068741729,0.032473502
0,0.60629297,0.999017733,0.464019526,0.210273482,0.216602061,0.065967016,0.810333033,0.03227001,0.035195569
0,0.605622739,0.9989506,0.464193989,0.17171632,0.203838518,0.04047976,0.750916153,0.105363266,0.021518367
0,0.611597169,0.999075044,0.469094051,0.199780877,0.226434717,0.073463268,0.808335071,0.051919878,0.069736613
0,0.601731071,0.999006756,0.460339029,0.192490835,0.219249315,0.124437781,0.85175698,0.090869885,0.021775468
0,0.605543464,0.998971861,0.464128566,0.172264127,0.21083483,0.098950525,0.714626884,0.127508632,0.023236939
0,0.605795702,0.999079897,0.457621432,0.184442291,0.230594687,0.083958021,0.825124962,0.130586425,0.019117795
0,0.606040733,0.999071462,0.460293735,0.187054907,0.22331474,0.128935532,0.851676332,0.08420213,0.041343895
0,0.605449776,0.999054708,0.461353933,0.183852345,0.226529262,0.179910045,0.76473867,0.115998636,0.028170115
0,0.603258911,0.998857353,0.45967305,0.176688719,0.214900255,0.037481259,0.748168469,0.118697136,0.031218078
0,0.609586474,0.999137671,0.472197479,0.183852345,0.227947433,0.109445277,0.887787954,0.043858362,0.087338385
0,0.604635408,0.999061757,0.46305998,0.184610847,0.228420157,0.11844078,0.78264712,0.132944547,0.028355089
0,0.606307384,0.999034372,0.463821578,0.183388816,0.226151083,0.145427286,0.773625697,0.096433648,0.024955446
0,0.610119777,0.999067649,0.462981136,0.219712612,0.234660112,0.103448276,0.774442595,0.098234038,0.021586262
0,0.605341674,0.999019813,0.468360971,0.1947242,0.224260187,0.130434783,0.749285596,0.095469483,0.026801695
0,0.612937632,0.999119761,0.4644993,0.191943028,0.234471022,0.092953523,0.753546099,0.103112106,0.027801898
0,0.60456334,0.999048006,0.465111598,0.210231343,0.227474709,0.115442279,0.863492463,0.047303772,0.061019473
0,0.61049453,0.999075738,0.465911779,0.180902617,0.226529262,0.113943028,0.753090655,0.111225563,0.032393971
0,0.62219836,0.9993274,0.448066229,0.195314146,0.267278056,0.209895052,0.883605967,0.043286907,0.087050658
0,0.608599144,0.999032985,0.460174631,0.201382158,0.229743784,0.178410795,0.839006592,0.117585172,0.027489458
0,0.615560905,0.999063605,0.457307734,0.174708188,0.222463837,0.100449775,0.866432508,0.056527861,0.052720276
0,0.610862076,0.999121726,0.462759702,0.211326956,0.238347357,0.128935532,0.87026177,0.04748586,0.065732252
0,0.614054685,0.9991691,0.464373485,0.195272007,0.26775078,0.28035982,0.809339239,0.129313784,0.029960774
0,0.601478834,0.999011147,0.460293735,0.178753529,0.228798336,0.154422789,0.855441874,0.138896288,0.028073
0,0.611344931,0.999062912,0.463330062,0.178121445,0.225772903,0.106446777,0.77208007,0.126819319,0.02290486
0,0.617002263,0.999080706,0.461417679,0.178458556,0.229743784,0.16041979,0.771901486,0.129096898,0.023784617
0,0.602480578,0.999002827,0.460416195,0.190510303,0.228987426,0.211394303,0.762130087,0.12910347,0.029597346
0,0.609009931,0.999113868,0.472100182,0.195440563,0.248558192,0.227886057,0.793284306,0.104836449,0.038097171
0,0.608772107,0.998992082,0.459909581,0.168176647,0.200529451,0.104947526,0.781755138,0.152197308,0.024916975
0,0.60934865,0.99906037,0.472078374,0.178837807,0.237969178,0.248875562,0.795251687,0.110642229,0.035785513
0,0.608469422,0.998972323,0.467060886,0.17584594,0.214616621,0.103448276,0.806018221,0.106913917,0.032711268
0,0.597032243,0.998925526,0.467188378,0.18734988,0.200056727,0.185907046,0.792526441,0.087280504,0.035104624
0,0.608678419,0.999008951,0.464292964,0.234798365,0.219060225,0.07946027,0.737522795,0.129097725,0.022742155
0,0.609139653,0.999023626,0.46146465,0.166954616,0.215845703,0.185907046,0.856749515,0.128037098,0.029763307
0,0.60665331,0.999006178,0.459235215,0.204795415,0.224543821,0.178410795,0.872027564,0.05918742,0.064140613
0,0.614573574,0.999138595,0.48528388,0.204500442,0.24732911,0.206896552,0.878499844,0.056802515,0.068435396
0,0.617204053,0.999136978,0.464108435,0.179217058,0.227758344,0.109445277,0.82077811,0.064932927,0.055183172
0,0.612382709,0.999092261,0.464972363,0.180017698,0.223692919,0.094452774,0.743640971,0.128591795,0.026296923
0,0.61186382,0.999066147,0.463029785,0.17091568,0.214522076,0.052473763,0.762312131,0.100003246,0.027054125
0,0.611575549,0.999100465,0.462595305,0.178247861,0.234565567,0.163418291,0.733773995,0.163353321,0.023083096
0,0.606574035,0.999067765,0.474802681,0.189203995,0.222842016,0.110944528,0.822656417,0.067222567,0.053171225
0,0.614220441,0.999080591,0.463863516,0.206944503,0.215656613,0.046476762,0.882105386,0.053702716,0.068967406
0,0.609420718,0.998970474,0.462174245,0.188656188,0.190696795,0.07946027,0.780097016,0.100502442,0.026848254
0,0.61202237,0.99911537,0.461915905,0.207913699,0.228325612,0.082458771,0.788494947,0.096956554,0.033729668
0,0.612166506,0.999036914,0.460389354,0.19843243,0.232296492,0.166416792,0.843130026,0.07972544,0.044617038
0,0.606883927,0.999004214,0.46205514,0.195103451,0.221707478,0.11844078,0.785235085,0.11996727,0.021873437
0,0.609118033,0.999016462,0.460486651,0.17213771,0.217358419,0.172413793,0.822893736,0.131959159,0.023080862
0,0.613838481,0.999053553,0.467854357,0.19927521,0.225205635,0.082458771,0.748682881,0.073532357,0.03895688
0,0.604491273,0.999074351,0.472085084,0.184315874,0.226529262,0.143928036,0.809238279,0.067954592,0.030865108
0,0.610566598,0.99909723,0.463152244,0.201803548,0.233714664,0.125937031,0.801881938,0.079894817,0.040529123
0,0.603539976,0.99898434,0.462029977,0.149256247,0.207620308,0.097451274,0.756219878,0.099009299,0.033442154
0,0.605795702,0.998979834,0.462274897,0.179048502,0.212914815,0.143928036,0.769906552,0.192725201,0.016829362
0,0.615409562,0.999171411,0.464001074,0.185495765,0.255270871,0.148425787,0.72208738,0.167615815,0.017951508
0,0.613715966,0.999193134,0.47024819,0.205806751,0.244303678,0.112443778,0.802888451,0.067963005,0.032397403
0,0.611092694,0.999014498,0.465722218,0.184105179,0.214900255,0.098950525,0.770799453,0.140764013,0.02190141
0,0.599439312,0.999017155,0.465433683,0.175930218,0.225583814,0.211394303,0.833729529,0.154553796,0.024783764
0,0.610919731,0.999044309,0.472578278,0.176772997,0.226245627,0.122938531,0.777490106,0.071858067,0.022456708
0,0.615135704,0.998991619,0.461259992,0.204795415,0.218682046,0.077961019,0.78105311,0.133499301,0.027162129
0,0.601507661,0.99897059,0.460339029,0.167881674,0.21518389,0.125937031,0.77362774,0.106302911,0.020770832
0,0.611935888,0.99911849,0.463999396,0.210526316,0.242601872,0.127436282,0.71837179,0.141651488,0.018857624
0,0.605219159,0.99895684,0.463016364,0.187181324,0.219627494,0.074962519,0.774424602,0.120841347,0.019814012
0,0.611063867,0.99907308,0.457854609,0.206818086,0.230311052,0.155922039,0.805964,0.098412154,0.039379695
0,0.601954482,0.998935695,0.458413226,0.18486368,0.208282122,0.113943028,0.793716659,0.154529376,0.019849095
0,0.620576832,0.999043962,0.458970165,0.183430955,0.219911128,0.089955022,0.817867916,0.108327114,0.027567182
0,0.601767105,0.998957764,0.45018998,0.169777928,0.21716933,0.100449775,0.90270988,0.06769996,0.06136327
0,0.604801165,0.999069498,0.468005335,0.19843243,0.224354732,0.097451274,0.753993546,0.033871444,0.036454349
0,0.611986336,0.999043847,0.475069408,0.179006363,0.222463837,0.128935532,0.824484768,0.052691792,0.054925922
0,0.617268914,0.999025359,0.463642082,0.170536429,0.219532949,0.167916042,0.784496606,0.085016594,0.027435307
1,0.607222647,0.999031252,0.462944231,0.18857191,0.210740286,0.083958021,0.721815364,0.121095743,0.021334581
0,0.605846149,0.999051473,0.466998817,0.200202267,0.223598374,0.101949025,0.786856006,0.077847851,0.030427824
0,0.606127214,0.998986535,0.461426067,0.201803548,0.213198449,0.056971514,0.762836873,0.057582786,0.027589842
0,0.609593681,0.999039918,0.464893519,0.171632042,0.220289307,0.050974513,0.722843795,0.098449162,0.022370202
0,0.608130702,0.998986651,0.465081402,0.196915427,0.218587501,0.059970015,0.803138485,0.039690809,0.06910463
0,0.602516612,0.999011147,0.459520395,0.186844212,0.219911128,0.11994003,0.823666439,0.11212512,0.019647715
0,0.606718171,0.999027208,0.467476913,0.172221988,0.211874823,0.104947526,0.714744549,0.126723461,0.024958776
0,0.595367474,0.998903341,0.462085336,0.173991825,0.20289307,0.07946027,0.81364365,0.151636182,0.018751631
0,0.605514637,0.999055864,0.46453956,0.182082508,0.22511109,0.127436282,0.824483959,0.093453683,0.034035625
0,0.606710964,0.999050895,0.464457361,0.175635245,0.219816583,0.134932534,0.779120243,0.109941893,0.021498739
0,0.605247986,0.998945516,0.462853644,0.163288526,0.18644228,0.055472264,0.760955045,0.124755877,0.028665053
0,0.597197999,0.998908772,0.456943711,0.171674181,0.212347547,0.100449775,0.872717106,0.027728264,0.12435772
0,0.606847893,0.999084404,0.465383357,0.177700055,0.22511109,0.109445277,0.778391385,0.126345808,0.029999309
0,0.606869514,0.999050317,0.469052112,0.186085711,0.233620119,0.169415292,0.786130954,0.097598342,0.02504157
0,0.603539976,0.99896643,0.464819708,0.204079053,0.21915477,0.082458771,0.738252418,0.121830748,0.021777138
0,0.600851843,0.998933037,0.463549818,0.183515233,0.207809398,0.097451274,0.731190685,0.114341664,0.021561847
0,0.60532726,0.998987691,0.463024752,0.180607644,0.216507516,0.067466267,0.72895715,0.131728706,0.022687421
0,0.604275069,0.99904038,0.475022437,0.210315621,0.22927106,0.125937031,0.862353026,0.05279613,0.054392586
0,0.60301388,0.998934308,0.458428323,0.174834605,0.211874823,0.086956522,0.768003249,0.069543963,0.033369804
0,0.620987619,0.999304983,0.508052976,0.189878218,0.25347452,0.163418291,0.876948886,0.03977223,0.106932111
0,0.608952277,0.99902663,0.460620853,0.194260672,0.226907441,0.169415292,0.836551532,0.12203024,0.027417104
0,0.61393217,0.999043038,0.46642678,0.1725591,0.219532949,0.106446777,0.877955926,0.054511891,0.054215271
0,0.610393635,0.999136516,0.46321599,0.213054654,0.245816394,0.152923538,0.873239999,0.063501988,0.052631712
0,0.613319592,0.999162745,0.467117922,0.205090388,0.253758154,0.172413793,0.854244268,0.09087926,0.037114991
0,0.602703988,0.999029634,0.460842287,0.177615777,0.226151083,0.136431784,0.82912942,0.172600041,0.021665803
0,0.611150348,0.999066032,0.459131208,0.17706797,0.223882008,0.086956522,0.749268893,0.159966376,0.019692913
0,0.619149887,0.999144257,0.463511235,0.184147318,0.244492767,0.134932534,0.791112249,0.110493347,0.026870214
0,0.60126263,0.998986304,0.460016943,0.18528507,0.218776591,0.166416792,0.771604173,0.128185862,0.026410979
0,0.608829761,0.99908891,0.463861839,0.193333614,0.238630992,0.170914543,0.802698401,0.101154985,0.039767563
0,0.607316335,0.999054939,0.465440393,0.17133707,0.221234755,0.134932534,0.807732585,0.121141974,0.028160173
0,0.604858819,0.999041651,0.467070951,0.183388816,0.246572752,0.350824588,0.806981499,0.146871836,0.026005276
0,0.608981104,0.999035527,0.463412261,0.177952889,0.221329299,0.125937031,0.807235785,0.121529062,0.029982153
0,0.599727583,0.998974749,0.46496733,0.205258944,0.25167817,0.233883058,0.78644078,0.082213414,0.035624397
0,0.608037014,0.998978447,0.463427359,0.227002655,0.22114021,0.070464768,0.760894799,0.099125973,0.020054673
0,0.611186382,0.999014498,0.474413494,0.158779655,0.223692919,0.202398801,0.851104346,0.099647433,0.040804622
0,0.605918217,0.999018311,0.468713252,0.209177869,0.227191075,0.194902549,0.874225504,0.055276001,0.067533767
0,0.613182663,0.999138249,0.468906167,0.178542834,0.235605559,0.140929535,0.77768751,0.059530482,0.02941852
0,0.616959022,0.999111904,0.463007977,0.177025831,0.235132835,0.12143928,0.808822187,0.108583293,0.034454806
0,0.608527076,0.999010569,0.462102111,0.177152248,0.216885695,0.071964018,0.740185552,0.119063948,0.024841354
0,0.614869053,0.999123805,0.464915327,0.17213771,0.21698024,0.073463268,0.759978643,0.119331708,0.024543293
0,0.603770593,0.999010107,0.461855514,0.170241456,0.215467524,0.172413793,0.722488143,0.186886816,0.019362162
0,0.60566598,0.999037607,0.465834612,0.169440816,0.21716933,0.11994003,0.783737308,0.167503381,0.01904002
0,0.607294715,0.99904662,0.46859247,0.188529771,0.223882008,0.083958021,0.818679239,0.056403084,0.062045599
0,0.612750256,0.999124961,0.461875645,0.203826219,0.221518389,0.062968516,0.878869795,0.056850647,0.065789627
0,0.606804653,0.99897267,0.460857385,0.180059837,0.194478586,0.092953523,0.772181845,0.135851536,0.021772707
0,0.609305409,0.999058868,0.46084732,0.200623657,0.224543821,0.067466267,0.788664435,0.09647002,0.026110091
0,0.609961227,0.999027092,0.465373292,0.198938098,0.230216508,0.173913043,0.830090312,0.093622949,0.038719461
0,0.608995517,0.999073311,0.460984877,0.198306013,0.243074596,0.142428786,0.800692685,0.121015121,0.02124502
0,0.606746998,0.999035874,0.459193276,0.173486157,0.222369292,0.163418291,0.812049212,0.132286541,0.022489025
0,0.613276352,0.999020275,0.46698372,0.195777675,0.223976553,0.074962519,0.74333047,0.071504684,0.039350316
0,0.605939838,0.999086368,0.457250698,0.182546037,0.230027418,0.149925037,0.815841826,0.08223802,0.031519223
0,0.609795471,0.99903391,0.46259866,0.191690194,0.224071098,0.112443778,0.795321498,0.094738265,0.032087549
0,0.607121752,0.99907724,0.471115473,0.177826472,0.227191075,0.133433283,0.839353067,0.036970084,0.085466302
0,0.606393866,0.99898746,0.463700796,0.180734061,0.224071098,0.170914543,0.770222423,0.197537988,0.016227135
0,0.615272633,0.999183774,0.467741963,0.179891281,0.240521887,0.125937031,0.796325949,0.088867194,0.027039956
0,0.614018651,0.999211159,0.466243929,0.210652733,0.251867259,0.130434783,0.789452385,0.089838379,0.030145013
0,0.599100592,0.998987113,0.459545557,0.174244659,0.224260187,0.226386807,0.825679051,0.162613525,0.022720819
0,0.60836132,0.999005369,0.464245993,0.177025831,0.223882008,0.115442279,0.735178023,0.118426355,0.021597993
0,0.615950071,0.99900664,0.463774607,0.201045047,0.220194762,0.074962519,0.803910029,0.104339635,0.035745861
0,0.602768849,0.998981451,0.463117016,0.169145843,0.216696606,0.11844078,0.748630852,0.119228597,0.019414063
0,0.611164762,0.999107051,0.46715986,0.207028781,0.242980051,0.11994003,0.720125983,0.143214769,0.019619082
0,0.608570317,0.999010685,0.462675826,0.177236526,0.222558381,0.101949025,0.769252766,0.129223629,0.019097942
0,0.618688652,0.999184121,0.466675054,0.210399899,0.251205446,0.154422789,0.855042012,0.084928447,0.046407085
0,0.606314591,0.999022124,0.462132307,0.185664321,0.228514702,0.148425787,0.802306917,0.162288385,0.019615589
0,0.620259733,0.999120223,0.464865001,0.18406304,0.24156188,0.152923538,0.861885621,0.143925948,0.026334257
0,0.608080255,0.99902247,0.455938871,0.172053432,0.221612934,0.110944528,0.92495755,0.047799871,0.085635664
0,0.613233111,0.999115833,0.462112176,0.199865155,0.228041978,0.088455772,0.729616645,0.077822891,0.021938132
0,0.561344211,0.997231257,0.44445451,0.155155704,0.185875012,0.023988006,0.788967209,0.112403027,0.03543749
0,0.615409562,0.999072271,0.470628989,0.182377481,0.227191075,0.134932534,0.818974516,0.056658018,0.041217807
0,0.617196846,0.999050202,0.464267801,0.17706797,0.22908197,0.170914543,0.794902808,0.102418289,0.025668062
1,0.59456752,0.998942627,0.456953776,0.154860731,0.179256878,0.104947526,0.780154743,0.173435961,0.015703499
0,0.605572291,0.999036567,0.465556143,0.201845687,0.223976553,0.107946027,0.790032833,0.086655363,0.02950426
0,0.605111057,0.998989308,0.461957844,0.196494037,0.215278434,0.056971514,0.763870801,0.06574091,0.02806652
0,0.610458496,0.99904766,0.463613564,0.167502423,0.212158457,0.046476762,0.710642668,0.114873311,0.020069514
0,0.610645873,0.999016,0.462962683,0.201929965,0.22709653,0.046476762,0.810508208,0.032550129,0.061292552
0,0.605608325,0.998996935,0.464541238,0.174328937,0.218587501,0.11844078,0.785120551,0.088080691,0.025689585
0,0.606264143,0.999042345,0.469374198,0.183009566,0.228703791,0.131934033,0.793500718,0.114639224,0.02774485
0,0.598934836,0.998939392,0.465306191,0.173949686,0.213482084,0.103448276,0.815220546,0.110021525,0.028340726
0,0.608224391,0.999028479,0.46440368,0.178627112,0.221802023,0.104947526,0.756157217,0.130255792,0.022846287
0,0.609132446,0.998945978,0.465270963,0.170999958,0.21518389,0.028485757,0.724857763,0.085108959,0.041041794
0,0.603424667,0.999011956,0.471029919,0.169482955,0.217547509,0.077961019,0.870576436,0.047235336,0.07667643
0,0.605226365,0.999007912,0.468634408,0.171421348,0.218020233,0.103448276,0.789092947,0.117065527,0.027410638
0,0.606732585,0.999040611,0.465027721,0.193755004,0.246667297,0.173913043,0.773418516,0.123977878,0.023914687
0,0.610227879,0.999095959,0.468302257,0.213096793,0.241656424,0.104947526,0.758642951,0.096589765,0.021085951
0,0.60532726,0.999025359,0.467814096,0.201129325,0.236929186,0.140929535,0.763411885,0.079191256,0.032445058
0,0.608887416,0.999051126,0.465806094,0.181113312,0.221518389,0.082458771,0.726712137,0.119553124,0.023268884
0,0.605384915,0.999051704,0.46800869,0.229067464,0.244681857,0.110944528,0.825153553,0.058695917,0.041592121
0,0.606228109,0.998945632,0.460756733,0.160338797,0.211874823,0.062968516,0.762930367,0.092391137,0.021546253
0,0.625643206,0.999393493,0.473557954,0.207113059,0.264819892,0.107946027,0.81898423,0.084844624,0.047958231
0,0.604375964,0.998999823,0.462660728,0.183683789,0.21915477,0.157421289,0.801887499,0.133825834,0.019680429
0,0.614033065,0.999119646,0.461684407,0.188656188,0.251583625,0.188905547,0.821888852,0.128970309,0.029588937
0,0.614018651,0.999148648,0.470634022,0.219080528,0.253096341,0.127436282,0.841118029,0.071013154,0.042930291
0,0.613499762,0.999129583,0.482703841,0.203278412,0.231351045,0.086956522,0.875116046,0.034693432,0.023144781
0,0.59742141,0.998970705,0.457210438,0.174076103,0.214900255,0.086956522,0.796054827,0.228753996,0.015314142
0,0.616324825,0.999124614,0.46088087,0.178374278,0.225867448,0.097451274,0.818784198,0.075432064,0.022921348
0,0.606199282,0.999028017,0.469971398,0.200328684,0.231445589,0.101949025,0.821215971,0.079474151,0.043695125
0,0.604030038,0.999036105,0.466909908,0.194302811,0.241940059,0.202398801,0.776745645,0.143096421,0.02502804
0,0.60512547,0.999029288,0.461983007,0.186043572,0.219722038,0.136431784,0.760355681,0.1656023,0.022726718
0,0.608534283,0.999067765,0.465636664,0.181787535,0.22511109,0.12143928,0.818966844,0.098249232,0.04065907
0,0.603806627,0.999053668,0.466592855,0.177700055,0.229649239,0.175412294,0.874779443,0.102006666,0.020705039
0,0.609377477,0.999038069,0.464373485,0.18035481,0.224827456,0.128935532,0.809160325,0.110347976,0.03633691
0,0.603251704,0.999007103,0.468763577,0.22266234,0.264819892,0.151424288,0.760913873,0.098134448,0.026380817
0,0.616396892,0.999155465,0.467631246,0.224979984,0.25347452,0.07946027,0.751352207,0.104822442,0.022506457
0,0.604815578,0.999050086,0.462957651,0.173696852,0.220762031,0.194902549,0.813206257,0.093939764,0.0379297
0,0.616440133,0.999093648,0.469659378,0.194808478,0.229932873,0.094452774,0.777264279,0.07389774,0.034583563
0,0.618861615,0.999201222,0.474306132,0.197673929,0.272194384,0.224887556,0.839750889,0.076107286,0.033311689
0,0.602293201,0.999033563,0.469724801,0.217563525,0.230027418,0.193403298,0.816722688,0.091576464,0.038740587
0,0.612397123,0.999149457,0.472814809,0.194260672,0.251583625,0.194902549,0.814661097,0.107273104,0.029917226
0,0.608087462,0.99906892,0.470541758,0.177657916,0.239860074,0.269865067,0.828284922,0.094508439,0.029033353
0,0.620519177,0.999201338,0.461446197,0.186759934,0.244870946,0.136431784,0.836802888,0.100021145,0.030564745
0,0.618616584,0.99920723,0.472645379,0.190847415,0.240994611,0.092953523,0.775476911,0.057315761,0.03261249
0,0.618126522,0.99910786,0.459406323,0.176014496,0.226812896,0.167916042,0.840716942,0.073942969,0.04222497
0,0.613045734,0.999069729,0.466445233,0.174961021,0.228987426,0.088455772,0.737145819,0.117859528,0.025133172
0,0.622839764,0.999201338,0.466782416,0.175298133,0.229743784,0.085457271,0.761280953,0.106981168,0.027622925
0,0.620014702,0.999238428,0.489343499,0.226665543,0.305474142,0.217391304,0.861484106,0.064413912,0.056677009
0,0.601954482,0.999018657,0.466247285,0.214023851,0.277394346,0.208395802,0.720793447,0.124032049,0.023131924
0,0.605067816,0.999046504,0.463558206,0.173064768,0.22511109,0.127436282,0.7712373,0.144475338,0.022126097
0,0.604347137,0.998992082,0.464735831,0.176478025,0.224922001,0.23988006,0.818337454,0.170350008,0.021047329
0,0.607006443,0.999033679,0.464895196,0.188108381,0.219249315,0.059970015,0.839453214,0.052025715,0.066038358
0,0.604765131,0.999036336,0.463455877,0.201550714,0.227474709,0.125937031,0.820943143,0.101844016,0.036866521
0,0.608476628,0.999012302,0.464076562,0.171042097,0.218398412,0.089955022,0.759824373,0.149212598,0.020910941
0,0.609305409,0.999066956,0.468684734,0.194850617,0.223031105,0.068965517,0.783610044,0.075982834,0.03096137
0,0.612353882,0.999025013,0.467213541,0.215077325,0.250165453,0.182908546,0.845149415,0.092843538,0.034487556
0,0.611251243,0.999125423,0.463618597,0.206438835,0.256027229,0.167916042,0.856871575,0.098941496,0.024075639
0,0.606458727,0.999051588,0.465879906,0.180523366,0.234754656,0.133433283,0.812098042,0.133577239,0.021850682
0,0.61451592,0.999114331,0.467978494,0.196451898,0.228514702,0.077961019,0.755662657,0.079556312,0.03711749
0,0.605219159,0.999067303,0.46978687,0.181534701,0.224260187,0.107946027,0.802844094,0.077887254,0.043911931
0,0.601565315,0.998974865,0.46043968,0.203994775,0.2149948,0.142428786,0.77214279,0.125881453,0.020634471
0,0.606163248,0.999063259,0.467092759,0.177405082,0.225016545,0.103448276,0.830607427,0.041702145,0.0291929
0,0.604873233,0.998997281,0.460909388,0.174876744,0.224165642,0.152923538,0.789146019,0.163628943,0.016158251
0,0.611669237,0.999119877,0.475537438,0.188319076,0.230689231,0.098950525,0.778349232,0.079725622,0.034872968
0,0.614645642,0.999240161,0.469258448,0.217774219,0.273328921,0.155922039,0.805299003,0.086089233,0.033377048
0,0.593572983,0.998870295,0.460969779,0.16598542,0.201285809,0.155922039,0.817815121,0.152681689,0.025149684
0,0.608981104,0.999058983,0.466106372,0.179301336,0.230594687,0.115442279,0.735247965,0.11868181,0.022811685
0,0.611712478,0.999009529,0.458713503,0.203109856,0.227852888,0.092953523,0.783334314,0.143976474,0.022496528
0,0.606379452,0.999040611,0.4627748,0.172053432,0.22511109,0.112443778,0.731142422,0.145781274,0.017649117
0,0.622875798,0.999263618,0.476560731,0.235893978,0.292616054,0.146926537,0.763168401,0.09152272,0.0276904
0,0.608145116,0.998995201,0.462841901,0.176899414,0.232391037,0.095952024,0.735654919,0.122681101,0.020059178
