Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
75.15,33,71296.67,219.49,Synchronized zero tolerance product,Smithtown,1,France,2016-06-19 18:19:00,0
78.76,24,46422.76,219.98,Reactive interactive protocol,Joanntown,1,Austria,2016-08-01 08:08:00,0
57.11,22,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,1,Dominican Republic,2016-07-06 23:46:00,0
83.26,40,70225.6,187.76,Decentralized foreground infrastructure,Alanview,1,Tonga,2016-02-01 14:36:00,0
69.42,25,65791.17,213.38,Quality-focused hybrid frame,Carterport,0,Lao People's Democratic Republic,2016-02-13 04:16:00,0
83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,1,Croatia,2016-02-02 11:49:00,0
76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,0,Brunei Darussalam,2016-08-03 10:39:00,0
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,1,Netherlands Antilles,2016-06-30 00:40:00,0
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,1,French Polynesia,2016-02-03 05:11:00,0
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,0,Holy See (Vatican City State),2016-04-07 11:03:00,0
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,1,El Salvador,2016-08-07 03:47:00,0
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,0,Myanmar,2016-10-02 13:46:00,0
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,0,United States Virgin Islands,2016-05-13 14:12:00,0
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,0,Mexico,2016-02-05 00:01:00,0
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,1,Mali,2016-02-21 05:23:00,0
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,0,Jamaica,2016-03-20 22:27:00,0
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,1,Gambia,2016-02-01 04:50:00,0
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,1,Puerto Rico,2016-03-28 19:48:00,0
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,1,Norfolk Island,2016-11-07 09:32:00,0
81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,0,Guinea,2016-05-19 09:30:00,0
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,1,Greece,2016-04-07 23:17:00,0
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,1,Sri Lanka,2016-03-30 20:23:00,0
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,1,United Arab Emirates,2016-06-17 03:02:00,0
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,0,Western Sahara,2016-03-23 08:52:00,0
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,1,Cambodia,2016-06-04 05:55:00,0
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,1,Australia,2016-04-16 12:26:00,0
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,0,Barbados,2016-06-26 04:22:00,0
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,1,French Polynesia,2016-07-07 03:55:00,0
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,0,Uruguay,2016-03-20 08:22:00,0
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,1,Uruguay,2016-04-20 10:04:00,0
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,2016-03-25 05:05:00,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,2016-02-14 07:15:00,0
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,2016-03-26 00:32:00,0
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,2016-05-07 22:33:00,0
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,2016-03-14 03:29:00,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,2016-05-30 02:34:00,0
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,2016-07-03 22:32:00,0
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,2016-06-18 05:17:00,0
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,2016-01-01 08:27:00,0
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2016-07-04 01:57:00,0
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,0,Indonesia,2016-02-28 22:02:00,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,2016-06-26 17:25:00,0
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,2016-01-21 04:30:00,0
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,2016-01-05 21:46:00,0
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,2016-07-21 10:01:00,0
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,2016-07-20 01:56:00,0
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,2016-02-26 17:14:00,0
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,1,Nicaragua,2016-01-16 17:56:00,0
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,2016-05-27 18:45:00,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,2016-05-26 15:40:00,0
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,2016-08-01 19:38:00,0
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,2016-10-03 07:07:00,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,2016-04-29 07:49:00,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,2016-10-04 16:08:00,0
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,2016-10-05 04:28:00,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,2016-03-01 23:21:00,0
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,2016-02-01 09:30:00,0
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,2016-04-01 07:28:00,0
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,2016-07-01 21:21:00,0
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,2016-07-20 13:21:00,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,2016-05-01 20:58:00,0
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,2016-06-17 20:18:00,0
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,2016-01-29 07:14:00,0
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,2016-06-14 07:02:00,0
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,2016-04-25 16:58:00,0
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,1,Mongolia,2016-01-14 16:30:00,0
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,0,Honduras,2016-06-07 05:34:00,0
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,1,Kyrgyz Republic,2016-06-24 21:09:00,0
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,0,Pakistan,2016-02-27 13:51:00,0
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,1,Falkland Islands (Malvinas),2016-07-05 15:16:00,0
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,1,Tajikistan,2016-06-16 18:04:00,0
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,1,Bolivia,2016-06-19 23:21:00,0
67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,0,Cameroon,2016-05-24 17:42:00,0
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,0,Guinea-Bissau,2016-04-30 15:27:00,0
74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,0,Bahamas,2016-03-30 16:15:00,0
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,1,Cape Verde,2016-04-29 18:53:00,0
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,1,French Polynesia,2016-06-14 19:48:00,0
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,1,France,2016-03-24 05:38:00,0
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,1,Burundi,2016-04-26 20:57:00,0
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,1,Morocco,2016-09-04 23:26:00,0
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,1,Isle of Man,2016-01-24 01:53:00,0
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,1,Peru,2016-04-15 10:18:00,0
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,1,Belgium,2016-04-26 13:13:00,0
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,0,Croatia,2016-05-16 23:21:00,0
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,1,Bolivia,2016-07-03 22:51:00,0
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,0,Wallis and Futuna,2016-07-23 06:18:00,0
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,0,Mongolia,2016-02-15 20:41:00,0
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,0,Denmark,2016-01-23 01:42:00,0
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,0,Russian Federation,2016-02-26 01:18:00,0
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,0,Brazil,2016-11-01 02:07:00,0
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,0,Mauritius,2016-05-03 23:02:00,0
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,0,Djibouti,2016-06-01 21:43:00,0
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,0,Syrian Arab Republic,2016-02-18 03:58:00,0
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,1,Saint Martin,2016-04-16 14:15:00,0
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,1,Netherlands Antilles,2016-02-24 06:18:00,0
86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,0,Greece,2016-06-29 01:19:00,0
76.44,26,58820.16,224.2,Distributed intangible database,Troyville,1,Madagascar,2016-05-01 06:34:00,0
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,1,Burkina Faso,2016-06-17 03:23:00,0
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,1,Czech Republic,2016-06-13 11:06:00,0
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,0,Lao People's Democratic Republic,2016-05-04 08:18:00,0
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,1,Netherlands Antilles,2016-04-17 18:38:00,0
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,0,Vietnam,2016-01-15 01:20:00,0
75.0,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,1,Eritrea,2016-02-16 02:29:00,0
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,2016-04-04 21:23:00,0
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,0,Singapore,2016-05-15 03:10:00,0
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,0,Reunion,2016-07-19 12:05:00,0
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,0,Gabon,2016-10-06 04:21:00,0
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,1,Dominica,2016-11-03 14:50:00,0
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,0,Turkmenistan,2016-03-19 08:00:00,0
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,1,French Guiana,2016-03-28 02:29:00,0
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,0,Ecuador,2016-04-03 14:33:00,0
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,1,United Arab Emirates,2016-06-18 01:42:00,0
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,1,Burkina Faso,2016-01-31 09:57:00,0
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,1,Luxembourg,2016-05-22 15:17:00,0
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,0,Jamaica,2016-07-22 11:05:00,0
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,1,Antarctica (the territory South of 60 deg S),2016-07-13 14:05:00,0
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,0,China,2016-11-02 11:50:00,0
87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,1,Western Sahara,2016-03-16 20:33:00,0
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,1,Vanuatu,2016-05-30 08:02:00,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,0,Vanuatu,2016-02-14 11:36:00,0
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,0,Greenland,2016-07-18 02:51:00,0
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,0,Syrian Arab Republic,2016-10-02 08:21:00,0
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,0,Saint Helena,2016-04-01 06:37:00,0
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,1,Lebanon,2016-05-06 21:38:00,0
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,0,Ukraine,2016-02-26 19:35:00,0
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,0,Malta,2016-07-13 14:30:00,0
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,1,Italy,2016-06-29 07:20:00,0
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,0,Mauritius,2016-11-06 06:47:00,0
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,1,Netherlands,2016-05-20 12:17:00,0
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,1,Gibraltar,2016-01-26 02:47:00,0
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,1,Senegal,2016-11-01 12:46:00,0
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),2016-03-05 16:02:00,0
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,1,United States Virgin Islands,2016-03-15 20:19:00,0
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,0,Portugal,2016-11-03 10:01:00,0
48.22,40,73882.91,214.33,Inverse national core,Turnerville,0,Norfolk Island,2016-03-22 19:14:00,0
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,1,Niue,2016-05-26 13:28:00,0
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,0,Ukraine,2016-06-18 19:10:00,0
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,1,Vanuatu,2016-03-20 07:12:00,0
81.17,30,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,2016-03-06 07:00:00,0
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,1,Armenia,2016-03-02 15:15:00,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,1,Sweden,2016-03-05 16:55:00,0
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,1,Timor-Leste,2016-06-20 02:25:00,0
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,1,French Southern Territories,2016-10-07 19:15:00,0
83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,0,Finland,2016-04-01 04:00:00,0
83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,0,Burundi,2016-04-01 22:27:00,0
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,2016-08-04 22:40:00,0
82.37,30,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,0,Tonga,2016-06-29 04:23:00,0
70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,0,Kyrgyz Republic,2016-06-17 23:19:00,0
71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,2016-04-24 07:20:00,0
54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,0,Sweden,2016-06-20 08:22:00,0
77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,2016-06-22 17:19:00,0
70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,2016-04-16 05:24:00,0
82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,0,Belarus,2016-01-17 05:07:00,0
76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,2016-08-07 22:30:00,0
65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,1,Anguilla,2016-11-03 00:05:00,0
75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,0,Greenland,2016-03-27 19:50:00,0
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,2016-04-29 13:38:00,0
85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,2016-03-31 13:54:00,0
71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,2016-06-21 00:52:00,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,2016-05-27 05:23:00,0
88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,0,Bulgaria,2016-01-17 18:45:00,0
72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,2016-10-06 22:21:00,0
80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,2016-03-28 23:01:00,0
80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,0,India,2016-04-06 09:13:00,0
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,2016-05-24 10:16:00,0
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,1,Ghana,2016-03-22 04:13:00,0
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,2016-04-14 21:37:00,0
56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,1,Grenada,2016-03-02 22:11:00,0
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,2016-03-15 19:35:00,0
79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,1,Belgium,2016-11-03 12:39:00,0
77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,0,Namibia,2016-05-17 18:06:00,0
66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,2016-02-28 23:10:00,0
76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,1,Japan,2016-02-03 06:35:00,0
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,2016-05-28 12:20:00,0
79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,1,United States of America,2016-05-30 08:35:00,0
84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,2016-10-04 06:32:00,0
74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,2016-01-20 02:31:00,0
85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,2016-07-20 21:53:00,0
80.96,39,67866.95,225.0,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,2016-01-17 04:12:00,0
81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,0,Saint Martin,2016-04-06 09:25:00,0
79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,0,Rwanda,2016-04-22 07:48:00,0
82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,0,Gabon,2016-04-16 08:36:00,0
79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,2016-07-05 21:32:00,0
68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,2016-06-25 00:33:00,0
83.69,36,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,0,Fiji,2016-03-23 05:27:00,0
83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,1,Philippines,2016-04-03 13:47:00,0
68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,0,Austria,2016-02-23 17:37:00,0
63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,2016-03-17 22:59:00,0
78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,2016-04-04 11:39:00,0
74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,2016-06-04 23:10:00,0
89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,2016-04-26 21:45:00,0
88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),2016-01-30 00:05:00,0
70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,2016-12-07 10:56:00,0
78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,2016-04-16 10:36:00,0
81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,2016-07-13 21:31:00,0
82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,2016-07-05 08:39:00,0
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,2016-01-17 13:27:00,0
83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,2016-05-04 18:02:00,0
68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,0,Greenland,2016-02-15 16:18:00,0
81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,2016-08-03 05:12:00,0
76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,2016-09-02 23:38:00,0
74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,2016-06-17 09:38:00,0
86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,2016-02-26 23:44:00,0
90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,2016-11-03 09:58:00,0
67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,2016-04-28 02:55:00,0
82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2016-12-04 04:22:00,0
76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,0,Canada,2016-01-05 23:21:00,0
70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,0,Croatia,2016-03-24 17:48:00,0
72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,2016-04-22 19:45:00,0
77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,0,Yemen,2016-09-03 12:10:00,0
68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,2016-07-15 09:42:00,0
81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,0,Barbados,2016-07-06 05:41:00,0
66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,2016-05-31 23:32:00,0
79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,0,Algeria,2016-10-01 20:18:00,0
86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,2016-02-21 16:57:00,0
70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,1,South Africa,2016-07-21 20:30:00,0
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,Randyshire,1,Mali,2016-05-30 21:22:00,0
76.65,31,61117.5,238.43,Function-based executive moderator,West Dennis,0,Pakistan,2016-04-18 07:00:00,0
69.86,25,50506.44,241.36,Triple-buffered foreground encryption,Austinborough,0,New Zealand,2016-12-01 21:17:00,0
85.37,36,66262.59,194.56,Front-line system-worthy flexibility,Alexandrafort,1,Netherlands Antilles,2016-01-27 17:08:00,0
80.99,26,35521.88,207.53,Centralized clear-thinking Graphic Interface,Melissastad,1,Belarus,2016-10-06 03:56:00,0
78.84,32,62430.55,235.29,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,2016-09-04 09:26:00,0
84.76,30,61039.13,178.69,Monitored 24/7 moratorium,South Pamela,0,Venezuela,2016-05-14 23:08:00,0
80.64,26,46974.15,221.59,Vision-oriented real-time framework,North Laurenview,0,Luxembourg,2016-05-24 10:04:00,0
75.94,27,53042.51,236.96,Future-proofed stable function,Campbellstad,1,Italy,2016-02-16 12:05:00,0
87.18,31,58287.86,193.6,Right-sized logistical middleware,West Andrew,0,Madagascar,2016-01-31 05:12:00,0
75.24,24,52252.91,226.49,Vision-oriented next generation solution,South Christopher,0,Vanuatu,2016-02-25 16:33:00,0
87.46,37,61009.1,211.56,Synergized grid-enabled framework,Millerview,1,Heard Island and McDonald Islands,2016-06-16 03:17:00,0
87.14,31,58235.21,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,2016-05-18 01:00:00,0
78.79,32,68324.48,215.29,Stand-alone background open system,Mauriceshire,1,Uruguay,2016-02-21 13:11:00,0
65.56,25,69646.35,181.25,Stand-alone explicit orchestration,West Arielstad,1,Somalia,2016-05-01 12:59:00,0
81.05,34,54045.39,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,2016-05-18 00:07:00,0
72.55,22,58953.01,202.34,Balanced empowering success,New Cynthia,0,Bosnia and Herzegovina,2016-08-02 07:33:00,0
91.15,38,36834.04,184.98,Robust uniform framework,Joshuamouth,0,Cyprus,2016-02-22 07:04:00,0
80.53,29,66345.1,187.64,Sharable upward-trending support,West Benjamin,0,Singapore,2016-03-21 08:13:00,0
80.94,36,60803.0,239.94,Self-enabling local strategy,North Tiffany,0,Bermuda,2016-01-01 05:31:00,0
78.41,33,55368.67,248.23,Multi-lateral 24/7 Internet solution,Harmonhaven,1,Mozambique,2016-03-06 04:51:00,0
83.98,36,68305.91,194.62,Profit-focused secondary portal,West Gregburgh,0,Zimbabwe,2016-02-24 00:44:00,0
60.83,19,40478.83,185.46,Versatile next generation pricing structure,West Lacey,1,Palestinian Territory,2016-02-19 20:49:00,0
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,West Tanner,0,Lesotho,2016-02-02 04:57:00,0
